,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country,author_id,citation,google_scholar_link
1482,Le Xue,xgen-mm (blip-3): A family of open large multimodal models,Muirbench: A comprehensive benchmark for robust multi-image understanding,"Senior Applied Scientist, Salesforce Research",42.0557157,-87.6752945,Cook County,Evanston,Illinois,United States,2_SZkwMAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=2_SZkwMAAAAJ&hl=en
1483,Li Zhou,Large language models penetration in scholarly writing and peer review,Llms assist nlp researchers: Critique paper (meta-) reviewing,"The Chinese University of Hong Kong, Shenzhen",22.6910685,114.207366,,Longgang District,Guangdong Province,China,BLWhoYcAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=BLWhoYcAAAAJ&hl=en
1484,Wenji Mao,Generative adversarial training with perturbed token detection for model robustness,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Institute of Automation,54.1720834,12.0790983,,Rostock,Mecklenburg-Vorpommern,Germany,h6m4X_AAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=h6m4X_AAAAAJ&hl=en
1485,Yun-Cheng Wang,An overview of language models: Recent developments and outlook,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Apple Inc.,35.541505,139.6408943,,Yokohama,,Japan,1qCEtO4AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=1qCEtO4AAAAJ&hl=en
1486,Brian (Bo) Li,Llava-onevision: Easy visual task transfer,Muirbench: A comprehensive benchmark for robust multi-image understanding,"NTU, Singapore",1.3484104,103.6829332,,Singapore,,Singapore,1_zc1-IAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=1_zc1-IAAAAJ&hl=en
1487,Eric Anthony Mitchell,Fine-tuning language models for factuality,Secrets of rlhf in large language models part i: Ppo,Stanford University,37.4313138,-122.1693654,Santa Clara County,,California,United States,q77J4fgAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=q77J4fgAAAAJ&hl=en
1488,Yu Cheng,Adversarial glue: A multi-task benchmark for robustness evaluation of language models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Engineering,-20.2790262,57.4902447,,,Plaines Wilhems,Mauritius,ORPxbV4AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=ORPxbV4AAAAJ&hl=en
1489,Ning Ding,Ultrafeedback: Boosting language models with scaled ai feedback,Secrets of rlhf in large language models part i: Ppo,"Assistant Professor, Tsinghua University",30.5373581,114.361517,,Hongshan District,Hubei,China,uZXQuYAAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=uZXQuYAAAAAJ&hl=en
1490,Xuanyu Lei,Aigs: Generating science from ai-powered automated falsification,Llms assist nlp researchers: Critique paper (meta-) reviewing,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China,ZF--wKwAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=ZF--wKwAAAAJ&hl=en
1491,Davit Soselia,Odin: Disentangled reward mitigates hacking in rlhf,Secrets of rlhf in large language models part i: Ppo,University of Maryland,48.0989816,11.5823489,,Munich,Bavaria,Germany,rHit2vIAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=rHit2vIAAAAJ&hl=en
1492,Valentina Giunchiglia,Empowering biomedical discovery with AI agents,The rise and potential of large language model based agents: A survey,Imperial College London,51.4989595,-0.1756407,,London,England,United Kingdom,p87Sl34AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=p87Sl34AAAAJ&hl=en
1493,bo du,"A survey of safety on large vision-language models: Attacks, defenses and evaluations",Unraveling and mitigating safety alignment degradation of vision-language models,School of Computer Science,52.4501836,-1.9358405,,Birmingham,England,United Kingdom,Shy1gnMAAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=Shy1gnMAAAAJ&hl=en
1494,Yijia Xiao,Agentreview: Exploring peer review dynamics with llm agents,Llms assist nlp researchers: Critique paper (meta-) reviewing,"University of California, Los Angeles",34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States,xLwcZvYAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=xLwcZvYAAAAJ&hl=en
1495,Nuo Xu,A comprehensive capability analysis of gpt-3 and gpt-3.5 series models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,P4NJox8AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=P4NJox8AAAAJ&hl=en
1496,Weixin Chen,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models.,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,University of Illinois at Urbana-Champaign,40.0906292,-88.176418,Champaign County,Urbana,Illinois,United States,ZlBEHxwAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=ZlBEHxwAAAAJ&hl=en
1497,Feng Li,"Llava-next-interleave: Tackling multi-image, video, and 3d in large multimodal models",Muirbench: A comprehensive benchmark for robust multi-image understanding,Hong Kong University of Science,22.3358031,114.2659088,,Sai Kung District,Hong Kong,China,ybRe9GcAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=ybRe9GcAAAAJ&hl=en
1498,Qin Liu,Unraveling cross-modality knowledge conflicts in large vision-language models,Muirbench: A comprehensive benchmark for robust multi-image understanding,UC Davis,38.5337904,-121.7907544,Solano County,,California,United States,dApKnRkAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=dApKnRkAAAAJ&hl=en
1499,Ruicheng Liang,Additive feature attribution explainable methods to craft adversarial attacks for text classification and text regression,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Anhui University of Finance,34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States,ODLcmRgAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=ODLcmRgAAAAJ&hl=en
1500,Shanghaoran Quan,Dmoerm: Recipes of mixture-of-experts for effective reward modeling,Secrets of rlhf in large language models part i: Ppo,Beihang University,39.9809427,116.3409787,,Haidian District,Beijing,China,HXoeDUIAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=HXoeDUIAAAAJ&hl=en
1501,Dongwon Jung,Familiarity-Aware Evidence Compression for Retrieval-Augmented Generation,Monotonic paraphrasing improves generalization of language model prompting,"Ph.D. Student, UC Davis",22.8916128,113.4790189,,Nansha District,Guangdong Province,China,ODCMS74AAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 9861–9877, 2024",https://scholar.google.com/citations?user=ODCMS74AAAAJ&hl=en
1502,Xiaolei Wang,A survey of large language models,Secrets of rlhf in large language models part i: Ppo,Renmin University of China,39.9695397,116.3071291,,Haidian District,Beijing,China,aYpLzewAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=aYpLzewAAAAJ&hl=en
1503,Le Wu,Evaluating and Improving Robustness in Large Language Models: A Survey and Future Directions,Plugat: A plug and play module to defend against textual adversarial attack,Hefei University of Technology,31.8467475,117.2905389,,Hefei,Anhui,China,4EzlnxwAAAAJ,"Proceedings of the 29th International Conference on Computational …, 2022",https://scholar.google.com/citations?user=4EzlnxwAAAAJ&hl=en
1504,Zeming Wei,Understanding Pre-training and Fine-tuning from Loss Landscape Perspectives,Unraveling and mitigating safety alignment degradation of vision-language models,Peking University,40.1733653,116.15722,,Changping District,Beijing,China,Kyn1zdQAAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=Kyn1zdQAAAAJ&hl=en
1505,Weiyun Wang,"Expanding performance boundaries of open-source multimodal models with model, data, and test-time scaling",Muirbench: A comprehensive benchmark for robust multi-image understanding,Shanghai AI Laboratory,42.2942142,-83.7100389,Washtenaw County,Ann Arbor,Michigan,United States,GJYzDkYAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=GJYzDkYAAAAJ&hl=en
1506,Sandipan Sikdar,ACCESS DENIED INC: The First Benchmark Environment for Sensitivity Awareness,SudoLM: Learning Access Control of Parametric Knowledge with Authorization Alignment,Leibniz Uiniversity Hannover,36.2502135,6.1652163,Chelghoum Laid District,Aïn Mellouk,Mila,Algeria,6WMH9GsAAAAJ,"arXiv preprint arXiv:2410.14676, 2024",https://scholar.google.com/citations?user=6WMH9GsAAAAJ&hl=en
1507,Hao Sun,OpenReview Should be Protected and Leveraged as a Community Asset for Research in the Era of Large Language Models,Llms assist nlp researchers: Critique paper (meta-) reviewing,DAMTP,39.9602269,116.3519331,,Haidian District,Beijing,China,7ZNoHJkAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=7ZNoHJkAAAAJ&hl=en
1508,Jiaming Xu,A survey on efficient inference for large language models,The rise and potential of large language model based agents: A survey,Shanghai Jiao Tong University,31.2008911,121.4283949,,Xuhui District,,China,ovQFaicAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=ovQFaicAAAAJ&hl=en
1509,Jian Wang,Scaling over Scaling: Exploring Test-Time Scaling Pareto in Large Reasoning Models,Metascale: Test-time scaling with evolving meta-thoughts,The Hong Kong Polytechnic University,22.3044867,114.1796935,,Kowloon,Hong Kong,China,HUtas_0gHGIC,"arXiv preprint arXiv:2503.13447, 2025",https://scholar.google.com/citations?user=HUtas_0gHGIC&hl=en
1510,Chongxuan Li,On evaluating adversarial robustness of large vision-language models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Renmin University of China,39.9695397,116.3071291,,Haidian District,Beijing,China,UKMcQn4AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=UKMcQn4AAAAJ&hl=en
1511,Fei Wang,From Risks to Resilience: Developing Robust and Controllable Generative AI,Unraveling cross-modality knowledge conflicts in large vision-language models,University of Southern California,34.0218689,-118.2858579,Los Angeles County,Los Angeles,California,United States,N1O2KT8AAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=N1O2KT8AAAAJ&hl=en
1512,Jie Zhang (张杰),"A comprehensive survey in llm (-agent) full stack safety: Data, training and deployment",Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,"Research Scientist, CFAR, A*STAR << NTU << USTC",40.3386752,-74.6583655,Mercer County,,New Jersey,United States,7YkR3CoAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=7YkR3CoAAAAJ&hl=en
1513,Yunzhi Yao,A comprehensive study of knowledge editing for large language models,Secrets of rlhf in large language models part i: Ppo,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,nAagIwEAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=nAagIwEAAAAJ&hl=en
1514,Ke Hong,A survey on efficient inference for large language models,The rise and potential of large language model based agents: A survey,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China,134qQG4AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=134qQG4AAAAJ&hl=en
1515,Yuming Lou,A survey on efficient inference for large language models,The rise and potential of large language model based agents: A survey,Tsinghua,-8.7287308,115.2365646,,Denpasar,Bali,Indonesia,gSuP1RkAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=gSuP1RkAAAAJ&hl=en
1516,Meihua Dang,Diffusion model alignment using direct preference optimization,Secrets of rlhf in large language models part i: Ppo,"Student, Stanford University",39.101985,117.1609501,,Nankai District,Tianjin,China,TiZrG7IAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=TiZrG7IAAAAJ&hl=en
1517,Xuefeng Li,PSSAT: A perturbed semantic structure awareness transferring method for perturbation-robust slot filling,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,北京邮电大学,39.9602269,116.3519331,,Haidian District,Beijing,China,YUV8eisAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=YUV8eisAAAAJ&hl=en
1518,Chejian Xu,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models.,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Urbana-Champaign,40.1117174,-88.207301,Champaign County,Urbana,Illinois,United States,YbDy6k0AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=YbDy6k0AAAAJ&hl=en
1519,Varun Gangal,Nl-augmenter: A framework for task-sensitive natural language augmentation,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Patronus AI,-34.5892907,-58.4037661,,Buenos Aires,Autonomous City of Buenos Aires,Argentina,rWZq2nQAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=rWZq2nQAAAAJ&hl=en
1520,Xuebo Liu,Improving attributed text generation of large language models via preference learning,Secrets of rlhf in large language models part i: Ppo,Shenzhen,22.5445741,114.0545429,,Futian District,Guangdong Province,China,XkDl9aoAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=XkDl9aoAAAAJ&hl=en
1521,Fenglong Ma,Robustifying Vision-Language Models via Dynamic Token Reweighting,Unraveling and mitigating safety alignment degradation of vision-language models,Pennsylvania State University,40.8025835,-77.8559383,Centre County,Ferguson Township,Pennsylvania,United States,DLJIxNMAAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=DLJIxNMAAAAJ&hl=en
1522,Utsav Maskey,Benchmarking large language models for cryptanalysis and mismatched-generalization,Two heads are better than one: Nested poe for robust defense against multi-backdoors,Macquarie University,-33.774197,151.1127327,,Sydney,New South Wales,Australia,NeR5aJUAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=NeR5aJUAAAAJ&hl=en
1523,Soohyeon Choi,"Robust natural language processing: Recent advances, challenges, and future directions",Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,University of Central Florida,28.5989975,-81.197125,Orange County,Orlando,Florida,United States,xWQGkacAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=xWQGkacAAAAJ&hl=en
1524,Muhao Chen,Is Extending Modality The Right Path Towards Omni-Modality?,Unraveling cross-modality knowledge conflicts in large vision-language models,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,k79yEZkAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
1525,Brian (Bo) Li,Llava-onevision: Easy visual task transfer,Muirbench: A comprehensive benchmark for robust multi-image understanding,"PhD Student@NTU, Singapore",35.5827737,139.5563637,,Yokohama,,Japan,1_zc1-IAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=1_zc1-IAAAAJ&hl=en
1526,Fei Wang,Mitigating backdoor threats to large language models: Advancement and challenges,Two heads are better than one: Nested poe for robust defense against multi-backdoors,University of Southern California,34.0218689,-118.2858579,Los Angeles County,Los Angeles,California,United States,N1O2KT8AAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=N1O2KT8AAAAJ&hl=en
1527,Luu Anh Tuan,Semrode: Macro adversarial training to learn representations that are robust to word-level attacks,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Nanyang Technological University,1.3484104,103.6829332,,Singapore,,Singapore,d6ixOGYAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=d6ixOGYAAAAJ&hl=en
1528,Muhao Chen,Enhancing llm capabilities beyond scaling up,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Davis,40.7474784,-92.3965311,Davis County,,Iowa,United States,k79yEZkAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
1529,Jianfeng Gao,Adversarial glue: A multi-task benchmark for robustness evaluation of language models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Microsoft Research,52.1949515,0.1350108,Cambridgeshire,Cambridge,England,United Kingdom,CQ1cqKkAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=CQ1cqKkAAAAJ&hl=en
1530,Lin Geng Foo,Towards more reliable confidence estimation,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Postdoctoral Researcher,42.3868955,-72.5299842,Hampshire County,,Massachusetts,United States,BDEOhasAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=BDEOhasAAAAJ&hl=en
1531,Shuohang Wang,Adversarial glue: A multi-task benchmark for robustness evaluation of language models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,"Principal Researcher, Microsoft GenAI",29.583331,-98.6194451,Bexar County,San Antonio,Texas,United States,mN-IO6wAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=mN-IO6wAAAAJ&hl=en
1532,Shuai Zhao,Defending against weight-poisoning backdoor attacks for parameter-efficient fine-tuning,From shortcuts to triggers: Backdoor defense with denoised poe,"Postdoctoral, Nanyang Technological University",-29.7451544,147.7685722,Walgett Shire Council,,New South Wales,Australia,upbsFBAAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=upbsFBAAAAAJ&hl=en
1533,Hanxing Ding,When to trust llms: Aligning confidence with response quality,Secrets of rlhf in large language models part i: Ppo,Institute of Computing Technology,34.6988529,135.1936779,,Kobe,,Japan,Gvfnq7QAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=Gvfnq7QAAAAJ&hl=en
1534,Lidong Bing,Iam: A comprehensive and large-scale dataset for integrated argument mining tasks,Overview of argumentative text understanding for ai debater challenge,CMU,40.4441897,-79.9427192,Allegheny County,Pittsburgh,Pennsylvania,United States,_oYzrzAAAAAJ,"Natural Language Processing and Chinese Computing: 10th CCF International …, 2021",https://scholar.google.com/citations?user=_oYzrzAAAAAJ&hl=en
1535,Muhao Chen,Sudolm: Learning access control of parametric knowledge with authorization alignment,Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,Davis,40.7474784,-92.3965311,Davis County,,Iowa,United States,k79yEZkAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
1536,Muhao Chen,Sudolm: Learning access control of parametric knowledge with authorization alignment,Monotonic paraphrasing improves generalization of language model prompting,Davis,40.7474784,-92.3965311,Davis County,,Iowa,United States,k79yEZkAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 9861–9877, 2024",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
1537,Luu Anh Tuan,Defending against weight-poisoning backdoor attacks for parameter-efficient fine-tuning,From shortcuts to triggers: Backdoor defense with denoised poe,"Assistant Professor, Nanyang Technological University, Singapore",37.3974949,-122.0842646,Santa Clara County,Mountain View,California,United States,d6ixOGYAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=d6ixOGYAAAAJ&hl=en
1538,Bin Wang,An overview of language models: Recent developments and outlook,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,UESTC),22.5296608,113.3844848,,Zhongshan,Guangdong Province,China,jUrRMv4AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=jUrRMv4AAAAJ&hl=en
1539,Yige Li,Backdoor Token Unlearning: Exposing and Defending Backdoors in Pretrained Language Models,From shortcuts to triggers: Backdoor defense with denoised poe,Singapore Management University,1.296168,103.8500437,,Singapore,,Singapore,h0cS2nQAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=h0cS2nQAAAAJ&hl=en
1540,Nora Belrose,"Mechanistic Anomaly Detection for"" Quirky"" Language Models",Test-time backdoor mitigation for black-box large language models with defensive demonstrations,EleutherAI,38.1795167,23.3758157,Regional Unit of West Attica,Municipal Unit of Mandra,Attica,Greece,p_oBc64AAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=p_oBc64AAAAJ&hl=en
1541,Zhongliang Zhou,Mind Control through Causal Inference: Predicting Clean Images from Poisoned Data,From shortcuts to triggers: Backdoor defense with denoised poe,"Merck & Co., Inc",40.2095852,-75.2999282,Montgomery County,Upper Gwynedd Township,Pennsylvania,United States,Lq_tHEsAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=Lq_tHEsAAAAJ&hl=en
1542,Cuong Dang,A Curious Case of Searching for the Correlation between Training Data and Adversarial Robustness of Transformer Textual Models,Characterizing the impacts of instances on robustness,FPT AI Center,30.5373581,114.361517,,Hongshan District,Hubei,China,BpXv43gAAAAJ,"Findings of the Association for Computational Linguistics: ACL 2023, 2314-2332, 2023",https://scholar.google.com/citations?user=BpXv43gAAAAJ&hl=en
1543,Zhengzhong Tu,DecAlign: Hierarchical Cross-Modal Alignment for Decoupled Multimodal Representation Learning,Unraveling cross-modality knowledge conflicts in large vision-language models,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States,9ajdZaEAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=9ajdZaEAAAAJ&hl=en
1544,Jie Zhou,Sentiment-aware multimodal pre-training for multimodal sentiment analysis,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,"Professor, Department of Automation, Tsinghua University",36.9734795,-82.5569939,Wise County,,Virginia,United States,6a79aPwAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=6a79aPwAAAAJ&hl=en
1545,Muhao Chen,Enhancing llm capabilities beyond scaling up,From shortcuts to triggers: Backdoor defense with denoised poe,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,k79yEZkAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
1546,David Orion Johnston,"Mechanistic Anomaly Detection for"" Quirky"" Language Models",Test-time backdoor mitigation for black-box large language models with defensive demonstrations,"Interpretability Researcher, Eleuther AI",36.9920463,121.9298325,,Wendeng District,Shandong,China,xnrTch4AAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=xnrTch4AAAAJ&hl=en
1547,Yicheng Zou,Learning implicit sentiment in aspect-based sentiment analysis with supervised contrastive pre-training,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Shanghai AI Laboratory,42.2942142,-83.7100389,Washtenaw County,Ann Arbor,Michigan,United States,X_nKjOYAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=X_nKjOYAAAAJ&hl=en
1548,Jinhao Duan,"A survey on large language model (llm) security and privacy: The good, the bad, and the ugly",Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Drexel University,39.9569305,-75.1899265,Philadelphia County,Philadelphia,Pennsylvania,United States,aWeTAXYAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=aWeTAXYAAAAJ&hl=en
1549,Qi Zhang (张奇),DSRM: Boost textual adversarial training with distribution shift risk minimization,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,"Professor of Computer Science, Fudan University",22.8916128,113.4790189,,Nansha District,Guangdong Province,China,XfqR3yYAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=XfqR3yYAAAAJ&hl=en
1550,Canyu Chen,Combating misinformation in the age of llms: Opportunities and challenges,The rise and potential of large language model based agents: A survey,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,iKfWNy0AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=iKfWNy0AAAAJ&hl=en
1551,Canyu Chen,Combating misinformation in the age of llms: Opportunities and challenges,The rise and potential of large language model based agents: A survey,CS Ph.D. at Northwestern | Visiting Researcher at UC Berkeley,22.3358031,114.2659088,,Sai Kung District,Hong Kong,China,iKfWNy0AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=iKfWNy0AAAAJ&hl=en
1552,Guisong Liu,Adversity-aware Few-shot Named Entity Recognition via Augmentation Learning,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,technology of china,31.8403891,117.2501941,,Shushan District,Anhui,China,AlCpICoAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=AlCpICoAAAAJ&hl=en
1553,Xin Chen,Appagent: Multimodal agents as smartphone users,The rise and potential of large language model based agents: A survey,ByteDance,37.3555833,-121.931328,Santa Clara County,San Jose,California,United States,7qeAJZ4AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=7qeAJZ4AAAAJ&hl=en
1554,António Farinhas,Bridging the gap: A survey on integrating (human) feedback for natural language generation,Secrets of rlhf in large language models part i: Ppo,Instituto Superior Técnico,38.7367455,-9.1383914,Lisbon,Lisbon,,Portugal,yK5wIPkAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=yK5wIPkAAAAJ&hl=en
1555,Jian Pei,Bridging the gap between indexing and retrieval for differentiable search index with query generation,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,"Arthur S. Pearse Distinguished Professor, Duke University",40.0906292,-88.176418,Champaign County,Urbana,Illinois,United States,zIMEVKsAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=zIMEVKsAAAAJ&hl=en
1556,James Y. Huang,mdpo: Conditional preference optimization for multimodal large language models,Muirbench: A comprehensive benchmark for robust multi-image understanding,University of Southern California,34.0218689,-118.2858579,Los Angeles County,Los Angeles,California,United States,8-4RhoQAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=8-4RhoQAAAAJ&hl=en
1557,Yijia Xiao,Agentreview: Exploring peer review dynamics with llm agents,Llms assist nlp researchers: Critique paper (meta-) reviewing,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,xLwcZvYAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=xLwcZvYAAAAJ&hl=en
1558,Daichi Guo,PSSAT: A perturbed semantic structure awareness transferring method for perturbation-robust slot filling,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Beijing University of Posts,39.9602269,116.3519331,,Haidian District,Beijing,China,aEf1Rv0AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=aEf1Rv0AAAAJ&hl=en
